concept_id,concept_code,concept_name,concept_class_id,parent_concept_id,member_ingredient_count,member_drug_count
21600055,A02AB,Aluminium compounds,ATC 4th,21600047,61,512
21600064,A02AC,Calcium compounds,ATC 4th,21600047,59,933
21600213,A03CB,Belladonna and derivatives in combination with psycholeptics,ATC 4th,21600201,2,413
21600510,A05A,BILE THERAPY,ATC 3rd,21600509,15,353
21600537,A06AB,Contact laxatives,ATC 4th,21600532,19,879
21600600,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",ATC 2nd,21600001,133,5243
21600735,A10AE,"Insulins and analogues for injection, long-acting",ATC 4th,21600713,6,124
21600857,A12,MINERAL SUPPLEMENTS,ATC 2nd,21600001,79,4797
21600934,A16AA,Amino acids and derivatives,ATC 4th,21600933,7,183
21601194,B05X,I.V. SOLUTION ADDITIVES,ATC 3rd,21601136,27,3403
21600361,C01EA,Prostaglandins,ATC 4th,21600360,1,83
21600447,C02KX,Antihypertensives for pulmonary arterial hypertension,ATC 4th,21600438,5,81
21601605,C05,VASOPROTECTIVES,ATC 2nd,21601237,54,9767
21601635,C05BA,Heparins or heparinoids for topical use,ATC 4th,21601634,4,183
21601709,C07BB,"Beta blocking agents, selective, and thiazides",ATC 4th,21601701,0,58
21601741,C07FB,Beta blocking agents and calcium channel blockers,ATC 4th,21601738,0,9
21601766,C08DA,Phenylalkylamine derivatives,ATC 4th,21601765,2,224
21601801,C09B,"ACE INHIBITORS, COMBINATIONS",ATC 3rd,21601782,0,185
21601823,C09CA,"Angiotensin II receptor blockers (ARBs), plain",ATC 4th,21601822,8,164
21601845,C09DX,"Angiotensin II receptor blockers (ARBs), other combinations",ATC 4th,21601832,0,180
21602027,D04AX,Other antipruritics,ATC 4th,21602003,1,77
21602073,D06B,CHEMOTHERAPEUTICS FOR TOPICAL USE,ATC 3rd,21602054,21,524
21602169,D07CC,"Corticosteroids, potent, combinations with antibiotics",ATC 4th,21602158,0,119
21602301,D10AE,Peroxides,ATC 4th,21602282,1,787
21602319,D10BA,Retinoids for treatment of acne,ATC 4th,21602318,1,125
21602445,G02B,CONTRACEPTIVES FOR TOPICAL USE,ATC 3rd,21602429,31,1061
21602452,G02C,OTHER GYNECOLOGICALS,ATC 3rd,21602429,20,772
21602515,G03CA,"Natural and semisynthetic estrogens, plain",ATC 4th,21602514,10,799
21602558,G03E,ANDROGENS AND FEMALE SEX HORMONES IN COMBINATION,ATC 3rd,21602471,1,159
21602613,G03H,ANTIANDROGENS,ATC 3rd,21602471,1,18
21602616,G03HB,Antiandrogens and estrogens,ATC 4th,21602613,0,3
21602627,G04,UROLOGICALS,ATC 2nd,21602359,39,1245
21602687,H01AB,Thyrotropin,ATC 4th,21602683,1,15
21602746,H02BX,"Corticosteroids for systemic use, combinations",ATC 4th,21602745,0,4
21602914,J01DE,Fourth-generation cephalosporins,ATC 4th,21602868,2,25
21602920,J01DH,Carbapenems,ATC 4th,21602868,4,61
21602960,J01EE,"Combinations of sulfonamides and trimethoprim, incl. derivatives",ATC 4th,21602929,1,165
21603126,J05,ANTIVIRALS FOR SYSTEMIC USE,ATC 2nd,21602795,76,1584
21601388,L01A,ALKYLATING AGENTS,ATC 3rd,21601387,21,389
21601402,L01AC,Ethylene imines,ATC 4th,21601388,1,31
21601406,L01AD,Nitrosoureas,ATC 4th,21601388,4,67
21603731,L01DB,Anthracyclines and related substances,ATC 4th,21603728,8,138
21603741,L01DC,Other cytotoxic antibiotics,ATC 4th,21603728,4,60
21603830,L02BA,Anti-estrogens,ATC 4th,21603829,4,92
21603874,L03AX,Other immunostimulants,ATC 4th,21603849,16,158
21604089,M03AX,"Other muscle relaxants, peripherally acting agents",ATC 4th,21604070,9,90
21604114,M03BX,Other centrally acting agents,ATC 4th,21604091,8,226
21604172,M09AA,Quinine and derivatives,ATC 4th,21604171,2,14
21604182,N01A,"ANESTHETICS, GENERAL",ATC 3rd,21604181,26,650
21604456,N04AB,Ethers chemically close to antihistamines,ATC 4th,21604444,2,536
21604499,N05AB,Phenothiazines with piperazine structure,ATC 4th,21604490,8,310
21604547,N05AL,Benzamides,ATC 4th,21604490,6,94
21604565,N05BA,Benzodiazepine derivatives,ATC 4th,21604564,17,678
21604653,N05CF,Benzodiazepine related drugs,ATC 4th,21604606,4,101
21604729,N06AX,Other antidepressants,ATC 4th,21604686,28,684
21604788,N06CA,Antidepressants in combination with psycholeptics,ATC 4th,21604787,0,68
21604793,N06DA,Anticholinesterases,ATC 4th,21604792,5,196
21604809,N07AB,Choline esters,ATC 4th,21604802,2,76
21604816,N07B,DRUGS USED IN ADDICTIVE DISORDERS,ATC 3rd,21604801,15,642
21604892,P01BB,Biguanides,ATC 4th,21604886,1,15
21604928,P02B,ANTITREMATODALS,ATC 3rd,21604927,6,73
21604969,P03AA,Sulfur containing products,ATC 4th,21604968,5,61
21603255,R03AC,Selective beta-2-adrenoreceptor agonists,ATC 4th,21603249,16,469
21603300,R03BX,"Other drugs for obstructive airway diseases, inhalants",ATC 4th,21603282,2,14
21603346,R03DB,Xanthines and adrenergics,ATC 4th,21603327,0,63
21603585,S01AD,Antivirals,ATC 4th,21603552,8,298
21603633,S01BB,Corticosteroids and mydriatics in combination,ATC 4th,21603616,0,5
21605229,V03AB,Antidotes,ATC 4th,21605228,36,1105
21605281,V03AH,Drugs for treatment of hypoglycemia,ATC 4th,21605228,1,45
21605295,V04,DIAGNOSTIC AGENTS,ATC 2nd,21605212,48,1383
21605415,V08BA,Barium sulfate containing X-ray contrast media,ATC 4th,21605414,1,1
21605419,V08CA,Paramagnetic contrast media,ATC 4th,21605418,12,33
21605457,V09BA,Technetium (99mTc) compounds,ATC 4th,21605456,2,2
21605499,V09EX,Other respiratory system diagnostic radiopharmaceuticals,ATC 4th,21605491,1,6
21605526,V09HA,Technetium (99mTc) compounds,ATC 4th,21605525,1,1
21605534,V09HX,Other diagnostic radiopharmaceuticals for inflammation and infection detection,ATC 4th,21605525,1,7
21605569,V10AA,Yttrium (90Y) compounds,ATC 4th,21605568,1,1
947789,L01EJ,Janus-associated kinase (JAK) inhibitors,ATC 4th,947753,4,58
947899,L01XF,Retinoids for cancer treatment,ATC 4th,21603746,3,161
947833,N04CX,Other antiparkinson drugs,ATC 4th,947896,1,11
955192,L04AE,Sphingosine-1-phosphate (S1P) receptor modulators,ATC 4th,21603891,5,111
925166,L04AL,Neonatal fragment crystallizable receptor (FcRn) inhibitors,ATC 4th,21603891,3,37
21601222,B05Z,HEMODIALYTICS AND HEMOFILTRATES,ATC 3rd,21601136,0,0
21600408,C02BC,Bisquaternary ammonium compounds,ATC 4th,21600403,0,0
21601978,D02AX,Other emollients and protectives,ATC 4th,21601969,0,0
21602375,G01AB,Arsenic compounds,ATC 4th,21602361,0,0
21602563,G03EB,"Androgen, progestogen and estrogen in combination",ATC 4th,21602558,0,0
21603128,J05AA,Thiosemicarbazones,ATC 4th,21603127,0,0
21604033,M01CX,Other specific antirheumatic agents,ATC 4th,21604021,0,0
21604791,N06CB,Psychostimulants in combination with psycholeptics,ATC 4th,21604787,0,0
21605363,V07AD,"Blood tests, auxiliary products",ATC 4th,21605359,0,0
21600169,A03AE,Serotonin receptor antagonists,ATC 4th,21600128,1,11
21600509,A05,BILE AND LIVER THERAPY,ATC 2nd,21600001,26,507
21600632,A07BC,Other intestinal adsorbents,ATC 4th,21600627,5,319
21600642,A07D,ANTIPROPULSIVES,ATC 3rd,21600600,5,182
21600668,A07FA,Antidiarrheal microorganisms,ATC 4th,21600667,23,317
21600744,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",ATC 3rd,21600712,42,1347
21600800,A11,VITAMINS,ATC 2nd,21600001,30,2190
21600884,A12C,OTHER MINERAL SUPPLEMENTS,ATC 3rd,21600857,61,2397
21600888,A12CB,Zinc,ATC 4th,21600884,7,254
21600892,A12CC,Magnesium,ATC 4th,21600884,47,890
21600926,A14AB,Estren derivatives,ATC 4th,21600915,2,57
21600972,B01AB,Heparin group,ATC 4th,21600961,10,288
21601077,B03,ANTIANEMIC PREPARATIONS,ATC 2nd,21600959,42,2510
21601108,B03AD,Iron in combination with folic acid,ATC 4th,21601078,1,413
21601148,B05AX,Other blood products,ATC 4th,21601137,2,2
21601154,B05BA,Solutions for parenteral nutrition,ATC 4th,21601153,2,551
21600427,C02DB,Hydrazinophthalazine derivatives,ATC 4th,21600424,2,37
21600474,C02LG,Hydrazinophthalazine derivatives and diuretics,ATC 4th,21600451,0,70
21601514,C03BX,Other low-ceiling diuretics,ATC 4th,21601489,1,6
21601541,C03E,DIURETICS AND POTASSIUM-SPARING AGENTS IN COMBINATION,ATC 3rd,21601461,3,306
21601607,C05AA,Corticosteroids,ATC 4th,21601606,9,2371
21601666,C07AA,"Beta blocking agents, non-selective",ATC 4th,21601665,13,504
21601716,C07BG,Alpha and beta blocking agents and thiazides,ATC 4th,21601701,0,9
21601730,C07D,"BETA BLOCKING AGENTS, THIAZIDES AND OTHER DIURETICS",ATC 3rd,21601664,0,49
21601763,C08CX,Other selective calcium channel blockers with mainly vascular effects,ATC 4th,21601745,1,11
21601849,C09XA,Renin-inhibitors,ATC 4th,21601848,1,56
21601853,C10,LIPID MODIFYING AGENTS,ATC 2nd,21601237,39,1382
21602119,D07AC,"Corticosteroids, potent (group III)",ATC 4th,21602099,20,2095
21602158,D07C,"CORTICOSTEROIDS, COMBINATIONS WITH ANTIBIOTICS",ATC 3rd,21602098,0,734
21602159,D07CA,"Corticosteroids, weak, combinations with antibiotics",ATC 4th,21602158,0,404
21602189,D07XC,"Corticosteroids, potent, other combinations",ATC 4th,21602178,0,142
21602219,D08AG,Iodine products,ATC 4th,21602196,3,715
21602248,D08AL,Silver compounds,ATC 4th,21602196,1,26
21602362,G01AA,Antibiotics,ATC 4th,21602361,7,670
21602457,G02CB,Prolactine inhibitors,ATC 4th,21602452,5,87
21602471,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,ATC 2nd,21602359,62,2977
21602506,G03B,ANDROGENS,ATC 3rd,21602471,4,399
21602684,H01AA,ACTH,ATC 4th,21602683,2,50
21602927,J01DI,Other cephalosporins and penems,ATC 4th,21602868,5,35
21602934,J01EB,Short-acting sulfonamides,ATC 4th,21602929,8,971
21602991,J01GA,Streptomycins,ATC 4th,21602990,2,19
21603035,J01R,COMBINATIONS OF ANTIBACTERIALS,ATC 3rd,21602796,0,39
21603072,J02A,ANTIMYCOTICS FOR SYSTEMIC USE,ATC 3rd,21603071,15,654
21601311,J07AL,Pneumococcal vaccines,ATC 4th,21601279,36,106
21601326,J07AR,Typhus (exanthematicus) vaccines,ATC 4th,21601279,1,1
21601329,J07B,VIRAL VACCINES,ATC 3rd,21601278,51,873
21601370,J07C,"BACTERIAL AND VIRAL VACCINES, COMBINED",ATC 3rd,21601278,4,233
21601414,L01AG,Epoxides,ATC 4th,21601388,1,7
21603857,L03AB,Interferons,ATC 4th,21603849,14,449
21603926,L04AX,Other immunosuppressants,ATC 4th,21603891,9,343
21604069,M03,MUSCLE RELAXANTS,ATC 2nd,21603931,39,796
21604208,N01AX,Other general anesthetics,ATC 4th,21604182,9,197
21604275,N02AC,Diphenylpropylamine derivatives,ATC 4th,21604254,4,246
21604304,N02BA,Salicylic acid and derivatives,ATC 4th,21604303,12,2423
21604329,N02BB,Pyrazolones,ATC 4th,21604303,4,238
715865,N02CD,Calcitonin gene-related peptide (CGRP) antagonists,ATC 4th,21604364,8,114
21604421,N03AG,Fatty acid derivatives,ATC 4th,21604390,6,153
21604463,N04BA,Dopa and dopa derivatives,ATC 4th,21604462,2,199
21604629,N05CC,Aldehydes and derivatives,ATC 4th,21604606,4,71
21604753,N06BA,Centrally acting sympathomimetics,ATC 4th,21604752,13,828
21604849,P01A,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,ATC 3rd,21604848,20,504
21604896,P01BC,Methanolquinolines,ATC 4th,21604886,2,71
21605024,R01AB,"Sympathomimetics, combinations excl. corticosteroids",ATC 4th,21605009,6,766
21603216,R02A,THROAT PREPARATIONS,ATC 3rd,21603215,30,3845
21603250,R03AA,Alpha- and beta-adrenoreceptor agonists,ATC 4th,21603249,1,226
21605145,S02A,ANTIINFECTIVES,ATC 3rd,21605144,35,3516
21605180,S02D,OTHER OTOLOGICALS,ATC 3rd,21605144,4,1741
21605462,V09C,RENAL SYSTEM,ATC 3rd,21605444,5,11
21605489,V09DX,Other hepatic and reticulo endothelial system diagnostic radiopharmaceuticals,ATC 4th,21605474,1,1
21605496,V09EB,"Technetium (99mTc), particles for injection",ATC 4th,21605491,1,1
21605558,V09XA,Iodine (131I) compounds,ATC 4th,21605557,2,292
21605568,V10A,ANTIINFLAMMATORY AGENTS,ATC 3rd,21605567,5,13
21605581,V10BX,Various pain palliation radiopharmaceuticals,ATC 4th,21605580,3,3
21601899,C10BA,Combinations of various lipid modifying agents,ATC 4th,21601898,0,83
21601903,C10BX,Lipid modifying agents in combination with other drugs,ATC 4th,21601898,1,88
947755,L01EB,Epidermal growth factor receptor (EGFR) tyrosine kinase inhibitors,ATC 4th,947753,7,81
21601237,C,CARDIOVASCULAR SYSTEM,ATC 1st,,362,19648
21602681,H,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",ATC 1st,,81,4978
21600219,A03CC,Other antispasmodics in combination with psycholeptics,ATC 4th,21600201,0,0
21600631,A07BB,Bismuth preparations,ATC 4th,21600627,0,0
21600695,A08AX,Other antiobesity drugs,ATC 4th,21600680,0,0
21602030,D05AA,Tars,ATC 4th,21602029,0,0
21602336,D11AF,Wart and anti-corn preparations,ATC 4th,21602324,0,0
21602444,G02AX,Other uterotonics,ATC 4th,21602430,0,0
21604020,M01BX,Other antiinflammatory/antirheumatic agents in combination with other drugs,ATC 4th,21604015,0,0
21604839,N07XA,Gangliosides and ganglioside derivatives,ATC 4th,21604838,0,0
21605186,S02DC,Indifferent preparations,ATC 4th,21605180,0,0
21605283,V03AK,Tissue adhesives,ATC 4th,21605228,0,0
21605296,V04B,URINE TESTS,ATC 3rd,21605295,0,0
21605338,V04CL,Tests for allergic diseases,ATC 4th,21605297,0,0
21605356,V06DF,Milk substitutes,ATC 4th,21605348,0,0
21605364,V07AN,Incontinence equipment,ATC 4th,21605359,0,0
955114,C05XX,Other vasoprotectives,ATC 4th,955115,0,0
21602774,H03CA,"Iodine therapy; oral, parenteral",ATC 4th,21602773,0,0
21600602,A07AA,Antibiotics,ATC 4th,21600601,14,960
21600742,A10AF,Insulins and analogues for inhalation,ATC 4th,21600713,1,18
21601038,B02AB,Proteinase inhibitors,ATC 4th,21601033,2,32
21600259,C01BB,"Antiarrhythmics, class Ib",ATC 4th,21600248,4,705
21600335,C01DB,Quinolone vasodilators,ATC 4th,21600315,1,8
21600382,C02A,"ANTIADRENERGIC AGENTS, CENTRALLY ACTING",ATC 3rd,21600381,11,433
21600416,C02CC,Guanidine derivatives,ATC 4th,21600409,4,61
21600470,C02LE,Alpha-adrenoreceptor antagonists and diuretics,ATC 4th,21600451,0,14
21601490,C03BA,"Sulfonamides, plain",ATC 4th,21601489,7,113
21601538,C03DB,Other potassium-sparing agents,ATC 4th,21601532,2,48
21601553,C03EB,High-ceiling diuretics and potassium-sparing agents,ATC 4th,21601541,1,97
21601566,C04AB,Imidazoline derivatives,ATC 4th,21601561,2,39
21601617,C05AD,Local anesthetics,ATC 4th,21601606,6,1554
43534771,C09BX,"ACE inhibitors, other combinations",ATC 4th,21601801,0,17
21601855,C10AA,HMG CoA reductase inhibitors,ATC 4th,21601854,8,267
21601880,C10AD,Nicotinic acid and derivatives,ATC 4th,21601854,4,384
21602049,D05BB,Retinoids for treatment of psoriasis,ATC 4th,21602044,2,33
21602055,D06A,ANTIBIOTICS FOR TOPICAL USE,ATC 3rd,21602054,19,886
21602179,D07XA,"Corticosteroids, weak, other combinations",ATC 4th,21602178,0,860
21602210,D08AE,Phenol and derivatives,ATC 4th,21602196,6,504
21602251,D08AX,Other antiseptics and disinfectants,ATC 4th,21602196,9,707
21602292,D10AD,Retinoids for topical use in acne,ATC 4th,21602282,7,627
21602324,D11A,OTHER DERMATOLOGICAL PREPARATIONS,ATC 3rd,21602323,56,4713
21602361,G01A,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",ATC 3rd,21602360,60,3526
21602408,G01AG,Triazole derivatives,ATC 4th,21602361,1,26
21602507,G03BA,3-oxoandrosten (4) derivatives,ATC 4th,21602506,3,395
21602524,G03CB,"Synthetic estrogens, plain",ATC 4th,21602514,2,60
21602543,G03DB,Pregnadien derivatives,ATC 4th,21602537,8,73
21602709,H01C,HYPOTHALAMIC HORMONES,ATC 3rd,21602682,11,263
21602710,H01CA,Gonadotropin-releasing hormones,ATC 4th,21602709,2,59
21602768,H03BC,Perchlorates,ATC 4th,21602759,1,9
21602781,H05AA,Parathyroid hormones and analogues,ATC 4th,21602780,6,63
21603042,J01XA,Glycopeptide antibacterials,ATC 4th,21603041,5,121
21603048,J01XB,Polymyxins,ATC 4th,21603041,2,68
21603084,J02AX,Other antimycotics for systemic use,ATC 4th,21603072,6,72
1501761,J05AP,Antivirals for treatment of HCV infections,ATC 4th,21603127,12,213
21601246,J06A,IMMUNE SERA,ATC 3rd,21601245,14,44
21601366,J07BM,Papillomavirus vaccines,ATC 4th,21601329,9,23
21601416,L01AX,Other alkylating agents,ATC 4th,21601388,4,50
21601452,L01CB,Podophyllotoxin derivatives,ATC 4th,21601445,2,32
21603891,L04A,IMMUNOSUPPRESSANTS,ATC 3rd,21603890,94,2504
21603914,L04AC,Interleukin inhibitors,ATC 4th,21603891,19,588
21604021,M01C,SPECIFIC ANTIRHEUMATIC AGENTS,ATC 3rd,21603932,4,70
21604092,M03BA,Carbamic acid esters,ATC 4th,21604091,4,128
21604221,N01BA,Esters of aminobenzoic acid,ATC 4th,21604220,4,827
21604405,N03AC,Oxazolidine derivatives,ATC 4th,21604390,2,32
21604459,N04AC,Ethers of tropine or tropine derivatives,ATC 4th,21604444,2,27
21604472,N04BC,Dopamine agonists,ATC 4th,21604462,9,336
21604589,N05BB,Diphenylmethane derivatives,ATC 4th,21604564,2,152
21604600,N05BE,Azaspirodecanedione derivatives,ATC 4th,21604564,1,35
21604635,N05CD,Benzodiazepine derivatives,ATC 4th,21604606,12,262
21604678,N05CX,"Hypnotics and sedatives in combination, excl. barbiturates",ATC 4th,21604606,2,76
21604850,P01AA,Hydroxyquinoline derivatives,ATC 4th,21604849,3,125
21604914,P01CB,Antimony compounds,ATC 4th,21604911,2,11
21604956,P02CF,Avermectines,ATC 4th,21604939,1,174
21604962,P02DA,Salicylic acid derivatives,ATC 4th,21604961,1,10
21604968,P03A,"ECTOPARASITICIDES, INCL. SCABICIDES",ATC 3rd,21604967,17,530
21603283,R03BA,Glucocorticoids,ATC 4th,21603282,8,1261
21603358,R03DX,Other systemic drugs for obstructive airway diseases,ATC 4th,21603327,10,173
21603638,S01BC,"Antiinflammatory agents, non-steroids",ATC 4th,21603616,9,1708
21603672,S01EA,Sympathomimetics in glaucoma therapy,ATC 4th,21603671,5,443
21605058,S01F,MYDRIATICS AND CYCLOPLEGICS,ATC 3rd,21603551,9,931
21605120,S01LA,Antineovascularisation agents,ATC 4th,21605119,7,231
21605187,S03,OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,ATC 2nd,21603550,28,5344
21605213,V01,ALLERGENS,ATC 2nd,21605212,429,2350
21605259,V03AC,Iron chelating agents,ATC 4th,21605228,3,70
21605334,V04CK,Tests for pancreatic function,ATC 4th,21605297,3,14
21605449,V09AB,Iodine (123I) compounds,ATC 4th,21605445,2,292
21605521,V09GX,Other cardiovascular system diagnostic radiopharmaceuticals,ATC 4th,21605509,5,22
21605544,V09IB,Indium (111In) compounds,ATC 4th,21605536,1,1
21605549,V09IX,Other diagnostic radiopharmaceuticals for tumour detection,ATC 4th,21605536,12,1354
21605567,V10,THERAPEUTIC RADIOPHARMACEUTICALS,ATC 2nd,21605212,16,394
21605580,V10B,PAIN PALLIATION (BONE SEEKING AGENTS),ATC 3rd,21605567,3,3
954929,L04AJ,Complement inhibitors,ATC 4th,21603891,11,146
954935,J07BN,Covid-19 vaccines,ATC 4th,21601329,2,131
21603907,L04AB,Tumor necrosis factor alpha (TNF-alpha) inhibitors,ATC 4th,21603891,5,441
21603550,S,SENSORY ORGANS,ATC 1st,,282,20954
21600480,A03EA,"Antispasmodics, psycholeptics and analgesics in combination",ATC 4th,21600232,0,0
21601191,B05D,PERITONEAL DIALYTICS,ATC 3rd,21601136,0,0
21601503,C03BB,Sulfonamides and potassium in combination,ATC 4th,21601489,0,0
21601970,D02AA,Silicone products,ATC 4th,21601969,0,0
21602423,G01B,ANTIINFECTIVES/ANTISEPTICS IN COMBINATION WITH CORTICOSTEROIDS,ATC 3rd,21602360,0,0
21602424,G01BA,Antibiotics and corticosteroids,ATC 4th,21602423,0,0
21604162,M05BC,Bone morphogenetic proteins,ATC 4th,21604147,0,0
21605211,S03D,OTHER OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,ATC 3rd,21605187,0,0
21605366,V07AS,Stomi equipment,ATC 4th,21605359,0,0
21600482,A03F,PROPULSIVES,ATC 3rd,21600127,8,260
21600673,A07XA,Other antidiarrheals,ATC 4th,21600672,65,970
21600680,A08A,"ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS",ATC 3rd,21600679,12,562
21600714,A10AB,"Insulins and analogues for injection, fast-acting",ATC 4th,21600713,11,333
21600779,A10BG,Thiazolidinediones,ATC 4th,21600744,3,54
21600824,A11DA,"Vitamin B1, plain",ATC 4th,21600823,3,129
21600985,B01AC,Platelet aggregation inhibitors excl. heparin,ATC 4th,21600961,19,846
21601071,B02BX,Other systemic hemostatics,ATC 4th,21601043,12,196
21601225,B06,OTHER HEMATOLOGICAL AGENTS,ATC 2nd,21600959,19,327
21600240,C01AB,Scilla glycosides,ATC 4th,21601239,1,6
21600466,C02LC,Imidazoline receptor agonists in combination with diuretics,ATC 4th,21600451,0,28
21601509,C03BC,Mercurial diuretics,ATC 4th,21601489,1,2
21601560,C04,PERIPHERAL VASODILATORS,ATC 2nd,21601237,26,688
21601579,C04AE,Ergot alkaloids,ATC 4th,21601561,3,125
21601642,C05BB,Sclerosing agents for local injection,ATC 4th,21601634,5,512
21601662,C05CX,Other capillary stabilizing agents,ATC 4th,21601652,4,25
21601665,C07A,BETA BLOCKING AGENTS,ATC 3rd,21601664,26,964
21601719,C07CA,"Beta blocking agents, non-selective, and other diuretics",ATC 4th,21601718,1,26
21601724,C07CB,"Beta blocking agents, selective, and other diuretics",ATC 4th,21601718,1,139
21601738,C07F,"BETA BLOCKING AGENTS, OTHER COMBINATIONS",ATC 3rd,21601664,0,11
21601773,C08EA,Phenylalkylamine derivatives,ATC 4th,21601772,2,25
21601784,C09AA,"ACE inhibitors, plain",ATC 4th,21601783,15,389
21601815,C09BB,ACE inhibitors and calcium channel blockers,ATC 4th,21601801,0,61
21601988,D03AX,Other cicatrizants,ATC 4th,21601986,18,542
21602144,D07BA,"Corticosteroids, weak, combinations with antiseptics",ATC 4th,21602143,0,128
21602240,D08AK,Mercurial products,ATC 4th,21602196,7,55
21602551,G03DC,Estren derivatives,ATC 4th,21602537,5,107
21602566,G03F,PROGESTOGENS AND ESTROGENS IN COMBINATION,ATC 3rd,21602471,7,842
21602624,G03XC,Selective estrogen receptor modulators,ATC 4th,21602618,3,16
715765,G03XX,Other sex hormones and modulators of the genital system,ATC 4th,21602618,1,33
21602775,H04,PANCREATIC HORMONES,ATC 2nd,21602681,2,51
21602813,J01B,AMPHENICOLS,ATC 3rd,21602796,2,134
21602868,J01D,OTHER BETA-LACTAM ANTIBACTERIALS,ATC 3rd,21602796,45,1023
21602969,J01FA,Macrolides,ATC 4th,21602968,12,583
21602994,J01GB,Other aminoglycosides,ATC 4th,21602990,10,458
21603006,J01M,QUINOLONE ANTIBACTERIALS,ATC 3rd,21602796,22,470
21603007,J01MA,Fluoroquinolones,ATC 4th,21603006,16,405
21603051,J01XC,Steroid antibacterials,ATC 4th,21603041,1,49
21603121,J04B,DRUGS FOR TREATMENT OF LEPRA,ATC 3rd,21603089,2,30
21603159,J05AF,Nucleoside and nucleotide reverse transcriptase inhibitors,ATC 4th,21603127,12,300
21601333,J07BB,Influenza vaccines,ATC 4th,21601329,4,144
21601355,J07BH,Rota virus diarrhea vaccines,ATC 4th,21601329,6,21
21603726,L01CX,Other plant alkaloids and natural products,ATC 4th,21601445,1,7
21603729,L01DA,Actinomycines,ATC 4th,21603728,1,7
21603845,L02BX,Other hormone antagonists and related agents,ATC 4th,21603829,4,45
21603933,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",ATC 3rd,21603932,59,2574
21604111,M03BC,"Ethers, chemically close to antihistamines",ATC 4th,21604091,1,73
21604147,M05B,DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION,ATC 3rd,21604146,18,428
21604171,M09A,OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM,ATC 3rd,21604170,17,687
21604248,N01BX,Other local anesthetics,ATC 4th,21604220,4,365
21604255,N02AA,Natural opium alkaloids,ATC 4th,21604254,7,2264
21604414,N03AE,Benzodiazepine derivatives,ATC 4th,21604390,1,66
21604482,N04BD,Monoamine oxidase B inhibitors,ATC 4th,21604462,3,112
21604536,N05AG,Diphenylbutylpiperidine derivatives,ATC 4th,21604490,3,25
21604557,N05AX,Other antipsychotics,ATC 4th,21604490,10,429
21604726,N06AG,Monoamine oxidase A inhibitors,ATC 4th,21604686,2,12
21604912,P01CA,Nitroimidazole derivatives,ATC 4th,21604911,2,12
21604940,P02CA,Benzimidazole derivatives,ATC 4th,21604939,5,129
21604964,P02DX,Other anticestodals,ATC 4th,21604961,1,4
21603292,R03BB,Anticholinergics,ATC 4th,21603282,10,198
21603531,R07A,OTHER RESPIRATORY SYSTEM PRODUCTS,ATC 3rd,21603530,14,167
21603548,R07AX,Other respiratory system products,ATC 4th,21603531,3,94
21603551,S01,OPHTHALMOLOGICALS,ATC 2nd,21603550,261,17733
21603679,S01EB,Parasympathomimetics,ATC 4th,21603671,9,417
21605067,S01FB,Sympathomimetics excl. antiglaucoma preparations,ATC 4th,21605058,3,497
21605072,S01GA,Sympathomimetics used as decongestants,ATC 4th,21605071,7,1186
21605303,V04CC,Tests for bile duct patency,ATC 4th,21605297,4,140
21605351,V06DC,Carbohydrates,ATC 4th,21605348,2,207
21605414,V08B,"X-RAY CONTRAST MEDIA, NON-IODINATED",ATC 3rd,21605372,1,1
947832,J05AJ,Integrase inhibitors,ATC 4th,21603127,4,73
947794,L01XH,Histone deacetylase (HDAC) inhibitors,ATC 4th,21603746,4,40
954869,J06BD,Antiviral monoclonal antibodies,ATC 4th,21601254,7,77
955113,L01FX,Other monoclonal antibodies and antibody drug conjugates,ATC 4th,955076,29,311
21600802,A11AA,Multivitamins with minerals,ATC 4th,21600801,0,0
21600830,A11EA,"Vitamin B-complex, plain",ATC 4th,21600829,0,0
21601224,B05ZB,Hemofiltrates,ATC 4th,21601222,0,0
21605344,V06AA,Low-energy diets,ATC 4th,21605343,0,0
21605355,V06DE,"Amino acids/carbohydrates/minerals/vitamins, combinations",ATC 4th,21605348,0,0
21600101,A02BD,Combinations for eradication of Helicobacter pylori,ATC 4th,21600080,1,29
21600127,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,ATC 2nd,21600001,55,1909
21600128,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,ATC 3rd,21600127,37,532
